id,program_id,order,code,website,enacted,enactedtext,effective,effectivetext,expired,expiredtext,file_key,file_name
1470,2758,2,"HB 3749 (sec. 68)",http://www.scstatehouse.net/sess117_2007-2008/bills/3749.htm,,7/13/2007,,8/1/07,,,,
1471,2755,1,"S.C. Code § 12-36-2120.71",http://www.scstatehouse.gov/code/t12c036.php,,6/27/2007,,10/1/2007,,,,
1472,2759,1,"Public Act 095-0325",http://www.ilga.gov/legislation/publicacts/fulltext.asp?Name=095-0325,,08/21/2007,,,,,,
1474,2763,2,"ORS § 469A.205",https://www.oregonlegislature.gov/bills_laws/lawsstatutes/2013ors469a.html,,6/6/2007,,7/6/2007,,,,
1476,1776,0,"CA Government Code § 14684.1",http://www.leginfo.ca.gov/cgi-bin/displaycode?section=gov&group=14001-15000&file=14660-14684.1,,10/13/2007,,1/1/2008,,,,
1477,2766,1,"Texas Tax Code  § 151.333",http://www.statutes.legis.state.tx.us/Docs/TX/htm/TX.151.htm#151.333,,06/15/2007,,09/01/2007,,,,
1478,2767,1,"§ 35 ILCS 200/10-600 et seq.",http://www.ilga.gov/legislation/ilcs/fulltext.asp?DocName=003502000K10-600,"2007-10-17 04:00:00",,"2007-01-01 05:00:00","2007 Assessment Year",,,,
1480,2770,0,"MCA § 15-32-401 et seq.",http://leg.mt.gov/bills/mca/15/32/15-32-401.htm,,5/5/2001,,1/1/2002,,None,,
1481,2773,0,"MCA § 15-32-401 et seq.",http://leg.mt.gov/bills/mca/15/32/15-32-401.htm,,5/5/2001,,1/1/2002,,None,,
1482,2772,0,"ORS 315.341",https://www.oregonlegislature.gov/bills_laws/lawsstatutes/2013ors315.html,,6/23/2011,,,,,,
1483,1900,2,"Tex. Health & Safety Code § 388.001 et seq.",http://www.statutes.legis.state.tx.us/Docs/HS/htm/HS.388.htm,,06/15/2007,,09/01/2007,,,,
1484,2774,1,"FERC Order No. 2006",http://www.ferc.gov/EventCalendar/Files/20050512110357-order2006.pdf,,5/12/2005,,,,,,
1485,2774,2,"FERC Order No. 2006-A",http://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=10888025,,11/22/2005,,,,,,
1486,2774,3,"FERC Order No. 2006-B",http://www.ferc.gov/whats-new/comm-meet/072006/E-18.pdf,,7/20/2006,,,,,,
1487,2775,1,"Resolution 2007-1-9",,,01/23/2007,,,,,,
1491,2778,1,"Ashe County Code of Ordinances, Chapter 163",http://www.amlegal.com/nxt/gateway.dll/North%20Carolina/ashecounty_nc/ashecountynorthcarolinacodeofordinances?f=templates$fn=default.htm$3.0$vid=amlegal:ashecounty_nc,,7/16/2007,,7/16/2007,,,,
1492,2780,1,"Executive Order 2007-01",,,02/12/2007,,,,,,
1494,2781,1,"Watauga County Ordinance",http://www.wataugacounty.org/main/App_Pages/Dept/Planning/viewordinances.aspx?DbID=70,,8/7/2006,,8/7/2006,,,,
1496,2785,1,"Camden County Ordinance § 151.347 (T)",http://library.amlegal.com/library/nc/camdenco.shtml,"2007-09-17 04:00:00",,,,,,,
1498,2789,1,"MCA Â§ 15-24-3111",http://leg.mt.gov/bills/mca/15/24/15-24-3111.htm,,5/25/2007,,5/25/2007,,,,
1499,2796,1,"Va. Code § 58.1-609.1","https://law.lis.virginia.gov/vacode/title58.1/chapter6/section58.1-609.1/#:~:text=and%20Use%20Tax-,%C2%A7%2058.1%2D609.1.,not%20apply%20to%20the%20following%3A&text=Fuels%20which%20are%20subject%20to,%2D2200%20et%20seq.).","2007-03-23 04:00:00",,"2007-03-23 04:00:00",,"2017-07-01 04:00:00",,,
1501,1347,0,"R.I. Gen. Laws Â§ 44-3-21",http://www.rilin.state.ri.us/Statutes/TITLE44/44-3/44-3-21.HTM,,,,,,,,
1502,2806,1,"LIPA 2004-2013 Energy Plan",http://www.lipower.org/company/powering/energyplan04.html,,06/23/2004,,,,,,
1503,2801,1,"R.I.G.L § 44-3-21",http://www.rilin.state.ri.us/Statutes/TITLE44/44-3/44-3-21.HTM,,1980,,,,,,
1504,946,1,"199 IAC 15.10",https://www.legis.iowa.gov/DOCS/ACO/IAC/LINC/1-23-2013.Rule.199.15.10.pdf,,,,,,,,
1505,2807,1,"R.I.G.L. § 44-57-1, et seq.",http://www.rilin.state.ri.us/Statutes/TITLE44/44-57/INDEX.HTM,"2000-07-13 04:00:00",,"2001-01-01 05:00:00",,,,,
1506,370,1,"Montgomery County Bill 39-04",http://www.montgomerycountymd.gov/content/council/pdf/bill/2004/39-04.pdf,,03/08/2005,,06/18/2005,,,,
1507,536,1,"Arkansas Code § 23-18-601 et seq.",http://www.lexisnexis.com/hottopics/arcode/Default.asp,"2001-04-19 04:00:00","(subsequently amended)","2001-10-01 04:00:00",,,,,
1508,2811,0,"City Council Resolution 2006-096",http://citydocs.fcgov.com/?cmd=convert&vid=4&docid=987634,,9/5/2006,,9/5/2006,,,,
1509,1908,2,"Executive Order 2007-053",http://www.governor.state.nm.us/orders/2007/EO_2007_053.pdf,,11/16/2007,,11/16/2007,,,,
1510,2816,1,"10 V.S.A. Â§ 6523",http://www.leg.state.vt.us/statutes/fullsection.cfm?Title=10&Chapter=157&Section=06523,,"6/21/2005 (subsequently amended)",,7/1/2005,,,,
1511,2819,0,"20 ILCS 687/6-3",http://www.ilga.gov/legislation/ilcs/ilcs4.asp?DocName=002006870HArt.+6&ActID=266&ChapterID=5&SeqStart=800000&SeqEnd=1700000,,12/16/1997,,12/16/1997,,12/15/2015,,
1512,2820,1,"Local Law No. 86 (2005)",http://www.nyc.gov/html/oec/downloads/pdf/green_building/LL86_of_2005.pdf,"2005-10-03 04:00:00",,"2007-01-01 05:00:00",,,,,
1514,2822,0,"City Council Resolution 2006-187",http://www.anaheim.net/utilities/adv_svc_prog/green_power/GrnConnectResolution.pdf,,8/8/2006,,8/8/2006,,,,
1515,265,3,"Iowa Utilities Board Order, Docket No. AEP-07-1",https://iub.iowa.gov/files/archive/orders/2007/1121_aep071.pdf,,11/21/2007,,,,,,
1518,2827,1,"Ord. #???",,,09/20/2006,,,,,,
1519,2809,1,"City Ordinance 182-2007",https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/1005/LaJeunesse_NSOE_MastersProject.pdf?sequence=1&isAllowed=y,,05/16/2007,,"10/23/2007 (amended December 2007)",,,,
1520,2828,0,"NRS § 701.260",http://www.leg.state.nv.us/NRS/NRS-701.html#NRS701Sec260,,6/14/2007,,1/1/2012,,,,
1521,124,0,"NRS § 701B.010 et. seq.",http://www.leg.state.nv.us/NRS/NRS-701B.html#NRS701BSec010,,,,,,,,
1522,2830,1,"Commission Resolution No. 600-16",https://www.grandrapidsmi.gov/files/assets/public/departments/executive-office/files/city-commission-policies/ccp-600-16-sustainabilty-policy-for-city-buildings.pdf,"2006-01-24 05:00:00",,,,,,,
1523,2829,1,"Howard County Code 20-128A",,,"10/05/2006 (subsequently amended)",,07/01/2007,,,,
1525,2831,1,"Commission Resolution No. 76792",,,11/27/2007,,,,,,
1526,2832,1,"Harford County Code § 123-44",http://ecode360.com/9371765#9371981,,,,"8/25/2006 (subsequently amended)",,,,
1527,3,2,"Md Code: Real Property Â§ 2-118",https://advance.lexis.com/documentpage/?pdmfid=1000516&crid=a7e729c5-2520-447e-840d-f9793fa070aa&action=pawlinkdoc&pdcomponentid=&pddocfullpath=%2Fshared%2Fdocument%2Fstatutes-legislation%2Furn%3AcontentItem%3A5YNF-V2K1-F8KH-X1Y7-00008-00&pdtocnodeidentif,,,,,,,,
1529,2733,1,"County Commission Resolution 09-C.387",,,10/01/2009,,11/01/2009,,"12/31/2010 (current contracts)",,
1530,2834,0,"S.C. Code § 12-36-2110",http://www.scsenate.gov/code/t12c036.php,,"1994, subsequently amended",,,,,,
1531,2523,2,"N.H. Admin. Rules, Puc 2500",http://www.puc.state.nh.us/Regulatory/Rules/Puc2500.pdf,,,,6/3/2008,,,,
1533,1616,3,"Energy Independence and Security Act 2007 (sec. 431, 523)",http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=110_cong_bills&docid=f:h6enr.txt.pdf,,12/19/2007,,12/19/2007,,,,
1535,2842,0,"21 L.P.R. § 5151",http://www.lexisnexis.com/hottopics/lawsofpuertorico/,,,,,,,,
1536,2843,1,"13 L.P.R. Â§ 10405",,,,,,,,,
1537,2844,0,"13 L.P.R. § 10405",,,,,,,,,
1539,540,5,"NC Tax Credit Guidelines",http://www.dor.state.nc.us/taxes/corporate/renewable_energy_credits.pdf,,,,,,,,
1541,2846,0,"2007 PR LS 114",http://www.oslpr.org/download/en/2007/A-0114-2007.pdf,,08/16/2007,,08/16/2007,,,,
1542,541,5,"NC Tax Credit Guidelines",http://www.dor.state.nc.us/taxes/corporate/renewable_energy_credits.pdf,,,,,,,,
1545,2809,2,"City Ordinance 446-2007",https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/1005/LaJeunesse_NSOE_MastersProject.pdf?sequence=1&isAllowed=y,,12/12/2007,,,,,,
1546,2853,0,"Currituck County Unified Development Ordinance 4.2.3 (K)",http://co.currituck.nc.us/pdf/unified-development-ordinance/chapter-4-use-standards.pdf,,1/22/2008,,1/22/2008,,,,
1547,2854,0,,http://nc-killdevilhills.civicplus.com/documents/Town%20Clerk/Town%20Code/Amendments%20to%20the%20Town%20Code/07_16.pdf,,,,,,,,
1548,2855,1,"City Ordinance 2007-17",,,12/17/2007,,,,,,
1549,2856,1,"Asheville City Resolutions 07-90, 07-91",http://www.ashevillenc.gov/Portals/0/city-documents/sustainability/Resolutions07-91and07-90.pdf,,4/24/2007,,4/24/2007,,,,
1550,2859,0,"CRS 24-75-1201",http://www2.michie.com/colorado/lpext.dll/Infobase4/1/38a3b/3fa00/3fa02/3ff68/3ff6b?f=templates&fn=document-frame.htm&2.0#JD_24-75-1201,,,,,,,,
1551,2860,1,"Kill Devil Hills Town Code § 153.177 (D)",http://www.amlegal.com/library/nc/killdevilhills.shtml,,10/24/2007,,10/24/2007,,,,
1552,2863,0,"City Council Resolution 08-71",,,9/16/2008,,9/17/2008,,6/30/2009,,
1553,2864,0,"CRS 24-75-1201",http://www2.michie.com/colorado/lpext.dll/Infobase4/1/38a3b/3fa00/3fa02/3ff68/3ff6b?f=templates&fn=document-frame.htm&2.0#JD_24-75-1201,,,,,,,,
1554,2868,1,"Public Act 095-0481",http://www.ilga.gov/legislation/publicacts/95/PDF/095-0481.pdf,,08/28/2007,,08/28/2007,,,,
1555,2873,0,"City Council Resolution 8773",http://www.cityofpaloalto.org/civica/filebank/blobdload.asp?BlobID=9933,,12/3/2007,,,,,,
1556,1110,1,"N.J. Stat. § 48:3-51 et seq.",,,,,"1999 (subsequently amended)",,,,
1558,1229,2,"NAC Â§ 701A.010, et seq.",http://leg.state.nv.us/NAC/NAC-701A.html#NAC701ASec010,,12/4/2007,,12/4/2007,,,,
1560,2875,1,"CA Public Utilities Code Â§ 399.20",http://www.leginfo.ca.gov/cgi-bin/displaycode?section=puc&group=00001-01000&file=399.11-399.32,,9/29/2006,,,,,,
1561,2875,3,"CPUC Resolution E-4137",http://docs.cpuc.ca.gov/PUBLISHED/AGENDA_RESOLUTION/78711.htm,,2/14/2008,,2/14/2008,,,,
1562,2877,0,"HB 1473 (2007)",http://www.ncleg.net/Sessions/2007/Bills/House/HTML/H1473v10.html,,7/31/2007,,7/01/2007,,,,
1563,83,2,"Utah Code 59-10-1106",https://le.utah.gov/xcode/Title59/Chapter10/59-10-S1106.html?v=C59-10-S1106_2016071320160717,,"2001, subsequently amended",,"01/01/01, subsequently amended",,,,
1564,301,5,"M.G.L. ch. 40A § 9B. Solar access",http://www.mass.gov/legis/laws/mgl/40a-9b.htm,,,,,,,,
1565,2879,1,"SDCL § 10-35-16 et seq. (subsequently amended)",http://sdlegislature.gov/Statutes/Codified_Laws/DisplayStatute.aspx?Type=Statute&Statute=10-35,,3/14/2008,,"7/01/2007 (facility date of operation)",,,,
1567,2880,1,"25-6.065, F.A.C.",https://www.flrules.org/gateway/RuleNo.asp?title=ELECTRIC%20SERVICE%20BY%20ELECTRIC%20PUBLIC%20UTILITIES&ID=25-6.065,,3/4/2008,,4/7/2008,,,,
1568,2882,1,"25-6.065, F.A.C.",https://www.flrules.org/gateway/RuleNo.asp?title=ELECTRIC%20SERVICE%20BY%20ELECTRIC%20PUBLIC%20UTILITIES&ID=25-6.065,,3/4/2008,,4/7/2008,,,,
1569,124,2,"NAC § 701B",http://www.leg.state.nv.us/nac/NAC-701B.html,,,,,,,,
1570,2883,1,"ORC  Â§ 123.01 (general)",http://codes.ohio.gov/orc/123,,01/04/2007,,04/06/2007,,,,
1571,2883,2,"ORC Â§ 3345.69 (higher education)",http://codes.ohio.gov/orc/3345.69,,01/04/2007,,04/06/2007,,,,
1573,2887,1,"City Resolution No. 2004-15",http://www.greenhoustontx.gov/pdf/ordinance-greenbuilding.pdf,,06/23/2004,,06/23/2004,,,,
1577,2898,1,"SDCL § 49-34A-101 et seq.",http://legis.sd.gov/Statutes/Codified_Laws/DisplayStatute.aspx?Type=Statute&Statute=49-34A-101,,"2/21/2008 (subsequently amended)",,,,,,
1581,2898,3,"SDCL § 49-34A-94 et seq.",http://legis.sd.gov/statutes/DisplayStatute.aspx?Type=Statute&Statute=49-34A-94,,"2/28/2006 (subsequently amended)",,,,,,
1583,1834,4,"Md. State Finance and Procurement Code Â§ 4-806",http://mgaleg.maryland.gov/webmga/frmStatutesText.aspx?article=gsf&section=4-806&ext=html&session=2018RS&tab=subject5,,"05/26/1992 (subsequently amended)",,"10/01/2006 (as amended)",,,,
1584,1564,1,"Md. Code: State Government Â§ 9-2006",http://mgaleg.maryland.gov/webmga/frmStatutesText.aspx?article=gsg&section=9-2006&ext=html&session=2015RS&tab=subject5,,,,"02/19/2004 (amendments effective 07/01/2007)",,,,
1585,1141,2,"CVR 30 000 054. 4.300",http://www.state.vt.us/psb/rules/OfficialAdoptedRules/4300_SPEED.pdf,"2006-09-10 04:00:00",,,09/10/2006,,,,
1586,2899,1,"30 VSA Â§ 8003",http://www.leg.state.vt.us/statutes/fullsection.cfm?Title=30&Chapter=089&Section=08003,,"3/19/2008 (amendments)",,7/1/2009,,,,
1591,2852,1,"Guam Public Law 27-132",https://www.guamlegislature.com/Public_Laws_27th/P.L.%2027-132.pdf,,12/30/04,,,,,,
1592,303,2,"DC PSC Order No. 14697",https://edocket.dcpsc.org/apis/pdf_files/fb7677f9-c187-4313-9b96-945ce228700c.pdf,"2008-01-10 05:00:00",,,,,,,
1594,2903,1,"§ 220 ILCS  5/16-107.5",http://www.ilga.gov/legislation/ilcs/ilcs4.asp?DocName=022000050HArt%2E+XVI&ActID=1277&ChapAct=220%26nbsp%3BILCS%26nbsp%3B5%2F&ChapterID=23&ChapterName=UTILITIES&SectionID=21314&SeqStart=35100000&SeqEnd=39400000&ActName=Public+Utilities+Act%2E,,08/24/2007,,08/24/2007,,,,
1595,2903,2,"83 Ill. Adm. Code, Part 466",http://www.ilga.gov/commission/jcar/admincode/083/08300466sections.html,,08/13/2008,,08/25/2008,,,,
1596,2904,1,"Guam Public Law 29-62",http://www.guamlegislature.com/Public_Laws_29th/P.L.%2029-62%20(Bill%20No.%20166%20EC).pdf,,3/21/2008,,,,,,
1600,2908,0,"Anne Arundel County Code § 4-2-312",http://www.amlegal.com/nxt/gateway.dll/Maryland/annearundelco_md/article4financetaxationandbudget/title2realpropertytaxes?f=templates$fn=default.htm$3.0$vid=amlegal:annearundelco_md$anc=JD_4-2-312,,,"2007-01-01 05:00:00",,,,,
1601,2911,0,"LA Executive Order BJ 2008-8",http://www.gov.state.la.us/assets/docs/OfficialDocuments/2008EOGreenGovernment.pdf,,1/30/2008,,1/30/2008,,,,
1603,2916,2,"Interconnection Agreement and Net Metering Tariff",,,03/25/2008,,,,,,
1604,2916,1,"City Council Resolution 08-109",,,03/25/2008,,,,,,
1605,2484,2,"New Orleans City Council Resolution R-07-221",,,5/17/2007,,5/17/2007,,,,
1606,2921,1,"W. Va. Code Â§11-15-9k",http://www.legis.state.wv.us/WVCODE/ChapterEntire.cfm?chap=11&art=15&section=9K#15#15,,4/08/2008,,6/08/2008,,11/30/2010,,
1609,2928,1,"Md Code: General Tax §11-230",http://mgaleg.maryland.gov/mgawebsite/laws/StatuteText?article=gtg&section=11-230&enactments=false,,"04/24/2008 (subsequently amended)",,07/01/2008,,,,
1614,1231,2,"CDR § 26-3000-3008",http://regulations.delaware.gov/AdminCode/title26/3000/3008.shtml#TopOfPage,,,,"01/01/2013 (most recent adoption)",,,,
1616,2931,0,"KRS § 141.435 et seq.",http://www.lrc.ky.gov/KRS/141-00/CHAPTER.HTM,,,,1/1/2009,,12/31/2015,,
1617,2934,1,"ORC 4928.64 et seq.",http://codes.ohio.gov/orc/4928.64,,,,01/01/2009,,,,
1618,2935,0,"KRS § 141.435 et seq.",http://www.lrc.state.ky.us/KRS/141-00/CHAPTER.HTM,,,,1/1/2009,,12/31/2015,,
1619,2594,2,"OAR 330-160-0015 to 330-160-0050",http://arcweb.sos.state.or.us/pages/rules/oars_300/oar_330/330_160.html,,"2008, subsequently amended",,9/3/2008,,,,
1620,2937,1,"KRS § 141.435 et seq.",http://www.lrc.state.ky.us/KRS/141-00/CHAPTER.HTM,,,,1/1/2009,,12/31/2015,,
1621,2938,1,"KRS § 141.435 et seq.",http://www.lrc.ky.gov/KRS/141-00/CHAPTER.HTM,,,,1/1/2009,,12/31/2015,,
1622,2939,1,"KRS § 56.770 - 56.784",http://www.lrc.state.ky.us/KRS/056-00/CHAPTER.HTM,,4/24/2008,,7/1/2009,,,,
1627,1661,1,"A.R.S. § 43-1085",http://www.azleg.gov/FormatDocument.asp?inDoc=/ars/43/01085.htm&Title=43&DocType=ARS,,,,1/1/2006,,12/31/2018,,
1628,1661,2,"A.R.S. § 43-1164",http://www.azleg.gov/FormatDocument.asp?format=normal&inDoc=/ars/43/01164.htm&Title=43&DocType=ARS,,,,1/1/2006,,12/31/2018,,
1629,1661,3,"A.R.S. § 41-1510.01",http://www.azleg.gov/FormatDocument.asp?inDoc=/ars/41/01510-01.htm&Title=41&DocType=ARS,,,,,,,,
1630,1682,1,"A.R.S. § 43-1085",http://www.azleg.gov/FormatDocument.asp?inDoc=/ars/43/01085.htm&Title=43&DocType=ARS,,,,1/1/2006,,12/31/2018,,
1631,1682,2,"A.R.S. § 43-1164",http://www.azleg.gov/FormatDocument.asp?format=normal&inDoc=/ars/43/01164.htm&Title=43&DocType=ARS,,,,1/1/2006,,12/31/2018,,
1632,1682,3,"A.R.S. § 41-1510.01",http://www.azleg.gov/FormatDocument.asp?inDoc=/ars/41/01510-01.htm&Title=41&DocType=ARS,,,,,,,,
1633,2941,0,"O.C.G. Â§ 48-7-29.14",,,"5/14/2008 (subsequently amended)",,7/1/2008,,12/31/2014,,
1634,2942,1,"Advanced Renewable Energy Purchase Tariff",http://www.xcelenergy.com/staticfiles/xe/Regulatory/2We_Section_3.pdf,,,,01/01/2012,,,,
1636,2944,1,"O.C.G. Â§ 48-7-29.14",http://www.lexisnexis.com/hottopics/gacode/,,"5/14/2008 (subsequently amended)",,7/1/2008,,12/31/2014,,
1637,2943,1,"S.B. 208",http://mlis.state.md.us/2008rs/chapters_noln/Ch_124_sb0208T.pdf,,04/24/2008,,07/01/2008,,,,
1638,2542,1,"Md Code: Property Tax §7-242",http://mgaleg.maryland.gov/mgawebsite/laws/StatuteText?article=gtp&section=7-242&enactments=false,,"04/24/2008 (subsequently amended)",,07/01/2008,,,,
1640,2700,2,"83 Ill. Adm. Code, Part 465",http://www.ilga.gov/commission/jcar/admincode/083/08300465sections.html,,,,05/15/2008,,,,
1643,1177,3,"IAC 199-15.18 et seq.",https://www.legis.iowa.gov/DOCS/ACO/IAC/LINC/9-19-2012.Rule.199.15.18.pdf,,,,,,,,
1646,2949,1,"Va. Code Â§ 67-700 et seq.",http://leg6.state.va.us/cgi-bin/legp604.exe?000+cod+67-700,,,,"7/1/2008 (subsequently amended)",,,,
1647,1176,3,"IAC 199-15.18 et seq.",https://www.legis.iowa.gov/DOCS/ACO/IAC/LINC/Rule.199.15.18.pdf,,,,,,,,
1649,2950,0,"A.R.S. § 9-468",http://www.azleg.gov/viewdocument/?docName=http://www.azleg.gov/ars/9/00468.htm,,5/23/2008,,5/23/2008,,,,
1651,2952,0,"HB 234","http://alisondb.legislature.state.al.us/acas/ACTIONViewFrame.asp?TYPE=Instrument&INST=HB234&DOCPATH=searchableinstruments/2008RS/Printfiles/&PHYDOCPATH=//alisondb/acas/searchableinstruments/2008RS/PrintFiles/&DOCNAMES=HB234-int.pdf,HB234-eng.pdf,HB234-enr",,5/8/2008,,5/8/2008,,,,
1652,2951,0,"CRS § 30-28-113",http://www.lexisnexis.com/hottopics/colorado/,"2008-05-20 04:00:00","Subsequently amended",,,"2018-07-01 04:00:00",,,
1653,1204,0,"HB 948",http://www.legis.ga.gov/legis/2007_08/pdf/hb948.pdf,,5/12/2008,,5/12/2008,,,,
1654,2574,1,"N.M. Stat. § 7-9G-2",http://www.nmonesource.com/nmnxtadmin/NMPublic.aspx,,4/3/2007,,7/1/2007,,,,
1655,2956,0,"N.C. Gen. Stat. § 153A-340",http://www.ncga.state.nc.us/EnactedLegislation/Statutes/HTML/BySection/Chapter_153A/GS_153A-340.html,"2007-08-19 04:00:00",,"2007-08-19 04:00:00",,,,,
1656,2956,0,"N.C. Gen. Stat. § 160A-381",http://www.ncga.state.nc.us/EnactedLegislation/Statutes/HTML/BySection/Chapter_160A/GS_160A-381.html,"2007-08-19 04:00:00",,"2007-08-19 04:00:00",,,,,
1659,2576,2,"R.R.S. Neb. § 70-1903, et seq.",https://www.nebraskalegislature.gov/laws/statutes.php?statute=70-1903,,"2007 (subsequently amended)",,,,,,
1660,2960,0,"HRS Â§269-121 et seq.",http://www.capitol.hawaii.gov/hrscurrent/Vol05_Ch0261-0319/HRS0269/HRS_0269-0121.htm,,6/1/2006,,6/2/2006,,,,
1661,2960,2,"SB 3001",http://www.capitol.hawaii.gov/session2008/bills/SB3001_CD1_.htm,,5/28/2008,,7/1/2008,,,,
1662,584,1,"20 ILCS 3855/1-75",http://www.ilga.gov/legislation/ilcs/ilcs5.asp?ActID=2934&ChapAct=20%26nbsp%3BILCS%26nbsp%3B3855%2F&ChapterID=5&ChapterName=EXECUTIVE+BRANCH&ActName=Illinois+Power+Agency+Act%2E,,08/28/2007,,08/28/2007,,,,
1664,1110,3,"NJ BPU Solar Transition Order",http://www.njcleanenergy.com/files/file/9-12-07-8E.pdf,,09/12/2007,,06/01/2008,,,,
1665,2963,0,"Idaho Code Â§ 39-2901 et seq.",http://www.legislature.idaho.gov/idstat/Title39/T39CH29.htm,,3/25/2008,,07/01/2008,,7/1/2013,,
1666,182,1,"Public Utility Regulatory Act, TEX. UTIL CODE ANN. § 39.904 (PURA)",http://www.statutes.legis.state.tx.us/Docs/UT/htm/UT.39.htm#39.904,,"06/18/1999 (subsequently amended)",,09/01/1999,,,,
1667,2636,0,"LAC 61:I.1907",http://www.revenue.louisiana.gov/forms/lawspolicies/LAC%2061-I-1907%20%28January%202013%29.pdf,,,,1/1/2008,,,,
1668,2637,0,"LAC 61:I.1907",http://www.revenue.louisiana.gov/forms/lawspolicies/LAC%2061-I-1907%20%28January%202013%29.pdf,,,,1/1/2008,,,,
1669,2699,2,"Utah Admin Code R362-3",http://www.rules.utah.gov/publicat/code/r362/r362-003.htm,,,,8/31/2007,,,,
1670,354,1,"NCUC Order, Docket No. E-100, Sub 101",http://starw1.ncuc.net/NCUC/ViewFile.aspx?Id=bc4171f9-38ac-48ad-ba34-b02996856f60,"2015-05-15 04:00:00",,"2015-05-15 04:00:00",,,,,
1672,2971,0,"10 V.S.A. Â§ 6523",http://www.leg.state.vt.us/statutes/fullsection.cfm?Title=10&Chapter=157&Section=06523,,"6/21/2005 (subsequently amended)",,7/1/2005,,,,
1673,2972,0,"Executive Order 33",http://www.archives.alabama.gov/executiveorders/executiveorders/2006_33.pdf,,5/10/2006,,5/10/2006,,,,
1674,2754,0,"HB 3649",http://www.scstatehouse.gov/sess117_2007-2008/bills/3649.htm,,5/29/2008,,5/29/2008,,,,
1677,2974,1,"2011 Puerto Rico Building Code",https://www.sip.pr.gov/web/guest/servlet/FileServlet?fileAlfresco=ee3b748c-88e4-4052-8f89-846ab7b43a62&fileName=PR-Building_Code.pdf&fileDescripcion=PR-Building_Code.pdf,,01/01/2011,,,,,,
1678,2975,0,"Utah Code § 63A-5-603",http://le.utah.gov/xcode/Title63A/Chapter5/63A-5-S603.html?v=C63A-5-S603_1800010118000101,,3/18/2008,,,,,,
1688,2983,0,"Va. Code Â§ 58.1-3221.2","https://law.lis.virginia.gov/vacode/title58.1/chapter32/section58.1-3221.2/#:~:text=Real%20Property%20Tax-,%C2%A7%2058.1%2D3221.2.,efficient%20buildings%20for%20tax%20purposes.&text=For%20purposes%20of%20this%20section,Building%20Code%20by%2030%20percent.",,3/11/2008,,,,,,
1691,2984,0,"A.R.S. § 42-14155",https://www.azleg.gov/viewdocument/?docName=https%3A%2F%2Fwww.azleg.gov%2Fars%2F42%2F14155.htm,,"4/10/2000 (subsequently amended)",,,,12/31/2040,,
1694,2985,2,"HB 7135",http://www.myfloridahouse.gov/Sections/Documents/loaddoc.aspx?FileName=_h7135er.xml&DocumentType=Bill&BillNumber=7135&Session=2008,,6/25/2008,,7/1/2008,,,,
1695,2985,1,"Fla. Stat. Â§ 196.175",http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=Ch0196/SEC175.HTM&Title=->2007->Ch0196->Section%20175#0196.175,,,,,,,,
1696,1568,2,"N.J.A.C. 14:8-7.1 et seq.",,,,,01/07/2008,,,,
1698,2697,3,"ND PSC Order, Case No. PU-07-318",http://www.psc.nd.gov/database/documents/07-0318/014-010.pdf,,06/04/2008,,,,,,
1699,271,3,"C.R.S. 40-9.5-118",http://www.lexisnexis.com/hottopics/colorado/,,,,,,,,
1703,1705,0,"Tenn. Code § 4-3-734",https://www.lexisnexis.com/hottopics/tncode/,,,,,,,,
1707,2362,4,"CPUC Proceeding R0803008",http://docs.cpuc.ca.gov/Published/proceedings/R0803008.htm#documents,,,,,,,,
1710,2996,1,"H.B. 888",,,6/6/2008,,6/6/2008,,,,
1711,438,0,"Municipal Code of Boulder 9-9-17",https://library.municode.com/co/boulder/codes/municipal_code?nodeId=TIT9LAUSCO_CH9DEST_9-9-17SOAC,,,,,,,,
1712,2880,2,"Fla. Stat. § 366.91",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0300-0399/0366/Sections/0366.91.html,,6/25/2008,,7/01/2008,,,,
1713,2882,2,"Fla. Stat. § 366.91",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0300-0399/0366/Sections/0366.91.html,,6/25/2008,,7/1/2008,,,,
1714,2997,2,"HB 2261",http://www.capitol.hawaii.gov/session2008/bills/HB2261_SD1_.htm,,7/1/2008,,7/1/2008,,,,
1715,2988,2,"Program Incentive Schedule",,,,,,,,,
1716,2988,1,"Program Guidelines",,,,,,,,,
1719,2998,0,"S.B. 1143",http://www.scstatehouse.net/sess117_2007-2008/bills/1143.htm,,6/25/2008,,7/1/2009,,,,
1723,2257,2,"M.G.L. ch. 25A § 11G",http://www.mass.gov/legis/laws/mgl/25a-11g.htm,,,,,,,,
1726,3000,1,"Executive Order 484",http://www.mass.gov/anf/docs/dcam/dlforms/energy/energy-eo484-final.pdf,,4/18/2007,,4/18/2007,,,,
1727,2569,2,"M.G.L. ch. 25A, § 14 et seq.",http://www.malegislature.gov/Laws/GeneralLaws/PartI/TitleII/Chapter25A/Section14,,7/2/2008,,,,,,
