id,program_id,label,value,display_order,template_id
7298,3077,"Incentive Amount","T12 to High Performance T8: $0.15/watt reduced<br>
T12 to T5 New Fixture: $0.15/watt reduced<br>
T12 to LED: $0.35/watt reduced<br>
""DLC Standard"" or ENERGY STAR LED Lighting: $0.40/watt reduced<br>
""DLC Premium LED Lighting: $0.45/watt reduced<br>
Linear Fluorescent Permanent Fixture/Lamp Removal: $0.20/watt reduced<br/>
Permanent Fixture/Lamp Removal: $0.20/watt reduced<br>
Lighting Controls: $20 - $40/unit<br/>
LED Cooler or Freezer Controls/Sensors: $12/unit<br>
LED Signs: $10 - $20/unit<br>",0,95
7299,3153,"Incentive Amount","Varies depending on technology<br>
",0,95
7300,4051,"Incentive Amount","Home Energy Assessment: FREE <br />
Air Conditioning: up to $1,125 <br />
Smart Thermostat: up to $100 <br />
Shade Screen: $0.80/sq. ft. <br />
Duct Repair: up to $400",0,95
7301,4052,"Incentive Amount","Lighting: Varies, see program website. <br>
Tier 2 Advanced Power Strip: $10/unit <br>
Air-Cooled or Water-Cooled Air Conditioner: $22/ton <br>
Air-Cooled Heat Pump: $30/ton <br>
Packaged Terminal AC: $17/ton <br>
Energy Star Ductless Mini-Split Heat Pump: $30 <br>
Ground Source, Water Source, or Groundwater Source Heat Pump $30/ton <br>
Chillers: $17-$22/ton <br>
Other HVAC measures: Varies, see program website <br>
Commercial Refrigeration Equipment: Varies, see program website <br>
Vending Machine Controls: $20-$25/unit <br>
Food Service Equipment: $100-$200/unit <br>
Variable Frequency Drive: $50/HP <br>
Variable Speed Drive: $75-$500/HP <br>
Early Replacement Motors with Premium Efficiency Motors: $40-$300 <br>
Dust Collection System Motor: $50/HP <br>
Electric Water Heater to Energy Star Commercial Gas Water Heater: $100 <br>
Heat Pump Water Heater from Electric Coil Water Heater: $100 <br>
Low-Flow, Pre-Rinse Spray Valve: $17 <br>
LED Traffic Signals: $13-$15 <br>
Retrofit Custom Measures: $0.05/kWh saved <br>
Compressed Air: $10-$50 <br>
New Construction Interior Lighting: $0.035-$0.21/sq. ft. <br>
New Construction Whole Building: $0.155-$0.700/sq. ft. <br>
 Combined Heat and Power: up to $2,000,000 <br><br>

<b>Data Center Equipment</b><br>
Air Cooled Chiller: $40/ton <br>
Computer Room AC: $30/ton <br>
Efficient Fans for CRAH or CRAC Units: $10/ton <br>
Water-Cooled Chiller: $30 <br>
Uninterruptible Power Supply: $10/kVA <br>
Mainframe or Server Refresh: $20/kW installed <br>
PC Power Managment System: $6/PC <br>
HVAC system optimization: $0.05/kWh saved <br>
Hot/Cold Aisle Containment: $0.05/kWh saved <br>
Server Virtualization: $400/kW reduction <br>
Thin Clients: $5/unit <br>",0,95
7302,4575,"Incentive Amount","<b>Custom Rebate</b><br>
Natural Gas: $1.50/therm saved<br> <br>

<b>Steam Traps</b><br>
Steam Trap Survey: 50% of survey cost, up to $5,000<br>
Steam Traps: $50/trap replaced<br><br>

<b>Condensing Hydronic Boilers</b><br>
Up to 300 MBH: $750<br>
301- 499 MBH: $1,500<br>
500- 999 MBH: $3,000<br>
1,000 - 1,699 MBH: $4,500<br>
1,700 - 2,500 MBH: $6,000<br>
Greater than 2,501 MBH: $7,500<br><br>

<b>Steam Boilers</b><br>
Up to 300 MBH: $200<br><br>

<b>Furnaces</b><br>
Up to 150 MBH: $300<br>
150 - 300 MBH: $500<br><br>

<b>Unit Heaters</b><br>
100 - 400 MBH: $400<br><br>

<b>Natural Gas Controls</b><br>
Wifi Thermostat: $75/unit<br>
Boiler Reset Controls: $150/unit<br>
Boiler Tune-Up: $0.30 * boiler MBH<br>",0,95
7303,2478,"Incentive Amount","Air Source Heat Pump Conversion/Upgrade: $500 - $1200<br />
Ductless Heating and Cooling System: $900 <br />
Duct Sealing: $250<br />
Insulation: $0.25-$0.50/sq ft<br />
Windows/Doors: $3.00/sq ft<br />
Energy Star / NEEM Certified Manufactured Home: $1,200<br />
Heat Pump Water Heater: $300 - $500 
Smart Thermostats: $100/unit<br />
Water Heater: $25/unit<br />
Refrigerator:$10/unit- $15/unit<br />
Freezer: $10/unit-$15/unit<br />
Clothes Washer: $30/unit<br />",0,95
7304,3111,"Incentive Amount","Heat pumps: $150- $300 <br/>
A/C: $300/ton <br/>
Variable Frequency Drives: Contact NPU<br />
Lighting: Contact NPU<br />
HVAC: Varies<br />
Natural Gas Conversions: Contact NPU<br />",0,95
7305,3112,"Incentive Amount","Electric Water Heaters: $60 <br />
Window Air Conditioners: $60 <br />
Single Package and Split System Unitary AC Equipment: $200-$300/ton <br />
Air Source Heat Pump Equipment: $200-$300/ton <br />
Water/Ground Source Heat Pump Equipment: $150/ton <br />",0,95
7306,3513,"Incentive Amount","Fluorescent Lighting Fixtures: $6 - $42/fixture<br />
Lighting Occupancy Sensors: $20<br />
Metal Halide Fixtures: $25 or $50<br />
LED traffic lighting retrofit: $20 - $50<br />
Room Air Conditioners: $25<br />
Central Air Conditioners: See <a href=""http://www.midamericanenergy.com/ee/include/pdf/sd_hvac.pdf""target=""_blank"">rebate brochure</a><br />
Air/Water Source Heat Pumps: See <a href=""http://www.midamericanenergy.com/ee/include/pdf/sd_hvac.pdf""target=""_blank"">rebate brochure</a><br />
Geothermal Heat Pumps (Closed Loop): $300/heating ton; $300/loop ton<br />
Geothermal Heat Pumps (Open Loop): $300/heating ton<br />
Packaged Terminal A/C or Heat Pumps: $50<br />
Chillers: varies by kW/ton and efficiency factors<br />
Furnaces: $250 - $400<br />
Fan Motors for Natural Gas Furnaces: $50<br />
Boilers: $150 - $400<br />
Electric Water Heaters: $50<br />
Natural Gas Water Heaters: $75<br />
Programmable Thermostats: $25<br />
Motors: $25 - $1,595<br />
Ice Makers: $100<br />
Solid/Glass Door Refrigerators: $100 - $225<br />
Solid Door Freezers: $50 - $125<br />
Hot Food Holding Cabinets: $250<br />
Natural Gas Fryers: $500<br />
Natural Gas Convection Ovens: $200<br />
Natural Gas Conveyor Ovens: $500<br />
Natural Gas Steam Cookers: $500<br />
Attic/Roof/Sidewall Insulation: $0.01 - $0.02 x (R-value increase x Area in square ft.)",0,95
7307,1997,"Incentive Amount","Energy Right Certified New Homes: $200 per house<br />
Platinum Energy Right Certified New Homes: $300 per house<br />
Electric Water Heaters: $100<br />
Electric Heat Pump: $150<br />",0,95
7308,4134,"Incentive Amount","Water Heater: $350 - $500<br />
Tankless Water Heater: $550 - $ 675<br />
Furnace: $500 - $725<br />
Cooking Range: $100 - $200<br />
Dryer: $100 - $150<br />
Space Conditioning Conversion: $1,200<br />",0,95
7309,2503,"Incentive Amount","Dairy Farm Customers: $1,000 then 50% of remaining costs<br/>
All Livestock Farm Customers: 50% total cost",0,95
7310,2961,"Incentive Amount","<b>New Homes </b> <br />
Comfort Advantage Home: $300 <br>
Comfort Advantage Plus Home:  $500  <br>
Additional incentive for a qualified
geothermal HVAC system:  $1000<br> <br>

<b>Existing Homes </b> <br>
Heat Pump: $400 <br />
Geothermal Heat Pump: $900 <br />
Additional Heat Pump Units: $150/unit",0,95
7311,2962,"Incentive Amount","Furnace: $500<br />
Tankless Water Heater: $500<br />
Tank Water Heater: $150 Rebate<br />
Programmable Thermostat: Free (1)<br />
",0,95
7312,3017,"Incentive Amount","Custom Projects: 50% of engineering and incremental cost for higher efficiency equipment or enough to buy down the incremental investment to a 1.5 year simple payback<br>
Variable Speed Drives: $1,350 - $3,550<br>",0,95
7313,1166,"Incentive Amount","Varies by project",0,95
7314,1169,"Incentive Amount","Water Source Heat Pumps: $80/ton<br>
Ventilation Fans: $30 - $90<br>
Variable Frequency Drives: $150/HP - $200/HP<br>
Rooftop Unit Controllers: $225/HP - $300/HP<br>
Furnaces: $2/MBh<br>
Furnace Fan Motors: $100<br>
Boilers: $2/MBh<br>
Central Wood Pellet Furnaces and Boilers: $2,000",0,95
7315,1932,"Incentive Amount","Clothes Washer: $25<br>
Refrigerator/Freezer: $25<br>
Refrigerator/Freezer Recycling: $50<br>
Dishwasher: $25<br>
Central A/C: $225 - $400<br />
LED Lighting: The cost of the bulb or $5.00, whichever is less",0,95
7316,2000,"Incentive Amount","Lighting: Incentives vary widely by type of lighting. See program site for more information.<br>
HVAC: Up to $100,000 of equipment cost<br />
Custom Incentive: 50% of study cost and $500/kW of peak demand reduced",0,95
7317,3026,"Incentive Amount","<b>Custom Program </b> <br>
Custom Large Business Energy Program:  50% of the project cost<br><br>

<b>Lighting</b>: varies widely<br><br>

<b>Food Service Equipment</b><br>
Oven: $500 - $2,000<br>
Fryer: $750<br>
Griddle: $500<br>
Steamer: $2,000<br>
Freezer: $100 - $250<br>
Refrigerator: $100 - $250<br>
Hot Food Holding Cabinet: $200 - $800<br>
Ice Machine: $100 - $800<br>
Dishwasher: $50 - $900<br>


<b>Others </b><br>
Compressed Air: $90 - $250/HP<br>
Storage: $2.75/gallon<br>
Dryer: $2.40 - $4 per CFM cycling and VSD <br>
Zero-loss condensate drain: $120 each<br>
Air nozzles: $20 each<br>
Energy Management System: $225/point<br>
Hotel Occupancy Sensors: $75/sensor<br>
Vending/Refrigeration: $30- $75 <br>",0,95
7318,2508,"Incentive Amount","Pool Heater: $2 per mBTU<br>
Insulation: $0.15 per square foot<br>
Natural Gas Storage Water Heaters: $200 per heater<br>
Tankless Water Heaters: up to $400 per heater<br />
Furnaces: $50-$250 per furnace<br>
Central System Natural Gas Storage Water Heaters: $3 per mBTU<br>
Boilers: $3 per mBTU<br>
Controllers for Natural Gas Water Heaters/Boilers: $700 or $1400 per controller <br />
Smart Thermostat: $75",0,95
7319,2516,"Incentive Amount","<strong>Lighting Rebates </strong><br />
LED Bulb: $1<br />
Occupancy Sensor: $5<br />
LED Exit Sign: $5<br />
LED Fixture: $1/800 lumens<br />
T5 Fluorescent Fixture: $6 per bulb in fixture<br />
T8 Fluorescent Fixture: $4 per bulb in fixture<br /><br />

<strong>Appliance Rebates</strong><br />
Clothes Dryer: $25<br />
Heat Pump Clothes Dryer: $50<br />
Clothes Washer: $25<br />
Dehumidifier: $25<br />
Dishwasher: $25<br />
Refrigerator: $25<br />
Appliance Recycling (Refrigerator/Freezer/Room AC): $25<br /><br />

<strong>Water Heaters and Flow Restrictors</strong><br />
Residential Water Heater: $125 - $300<br>
Commercial Water Heater: $125 - $300<br />
Heat Pump Water Heater: $300<br />
Solar Storage Water Heater w/ Electric Backup: $300<br />
Flow Restrictors - Faucet: $1<br />
Flow Restrictors - Shower: $5<br /><br />

<strong>HVAC</strong><br />
Heat Pump - Commercial Air Source & PTHPs: $200/ton<br />
Geothermal Heat Pump: $400/ton<br />
New Furnace w/ Efficient ECM Blower Motor: $35/unit<br /><br />

<strong>Agriculture and Commercial Rebates</strong><br />
Commercial Vending Machine Controls: $25<br />
Dairy Plate Cooler / Well Water Pre-Cooler: $500<br />
Dairy Refrigeration Heat Recovery w/electric backup: $300<br />
Electric Forklift Battery Charger: $200<br>
Low/Zero Energy Livestock Waterer: $50<br />
Exhaust Fan: $1/inch<br />
Circulation Fan: $1/inch<br />
Scroll Refrigerator Compressor: $30/HP<br />
Variable Frequency Drive: $30/HP<br /><br />

<strong>Compressed Air Audit</strong><br>
Audit: Up to $500<br><br>

<strong>Electric Vehicle Charging</strong><br>
Electric Vehicle Charging Station: $200<br><br>

Custom: 20% of equipment cost, up to $10,000",0,95
7320,3291,"Incentive Amount","Electric Water Heater: $200 - $400<br />
Duel Fuel Heat Pump Rebate: $600<br />
Geothermal Heat Pump: $1,000<br />",0,95
7321,3229,"Incentive Amount","Solar-thermal systems: $30/sq. foot of collector area; <br>
PV systems: $2-$3/projected annual kWh; <br>
Wind-energy systems: Varies based on expected system performance;<br>
Site assessments: 75% of fee; <br>
Repairs to existing systems: 50% of project cost",0,95
7322,3253,"Incentive Amount","Natural Gas Furnaces: $250 - $350<br> 
Natural Gas Boilers: $100 - $400<br> 
Natural Gas Water Heaters: $50<br>
Window Air Conditioners: $50<br> 
Central Air Conditioners: $200 - $500<br> 
Air-source Heat Pumps: $200 - $700<br> 
Add-on Heat Pumps: $200 - $600<br> 
Geothermal Heat Pumps: $1,000 - $2,000<br>
Insulation: 70% of project cost<br>
Foundation Insulation: 70% of project cost",0,95
7323,3264,"Incentive Amount","Insulation and Air Sealing: up to $750<br>
Heat Pump Retrofit: up to $750 <br>
New home construction: $750<br>
Energy Evaluation: FREE <br />",0,95
7324,3101,"Incentive Amount","Gas Boiler: $300 <br />
High-Efficiency Boiler w/ Side-Arm Tank: $450 <br />
Integrated Tankless Boiler: $450 <br />
Tankless Gas Water Heater: $300 <br />
Gas Storage Water Heater: $200 <br />
Gas Furnace: $200 - $300 <br />
Programmable Setback Thermostat: $25 or 50% <br />",0,95
7325,3260,"Incentive Amount","Custom: $0.05 - $0.20 per kWh and/or $100-$200 per Kw for peak demand reduction<br />
LED Lights: varies <br />
Lighting Sensor Control: $20/unit <br />
Variable Frequency Drives: $50-$400/HP <br />
Pool Pumps: $800/unit <br />
Window Film: $1.35/sq. ft. <br />
HVAC: $10-$50/ton <br />
Heat Pump: $100/ton <br />
Heat Pump Water Heater: $100 <br />
Restaurant Equipment: varies <br />",0,95
7326,2914,"Incentive Amount","Insulation: full incremental cost above the appropriate baseline<br />
Heat Pumps: $400<br />
Central AC: $400<br />
Refrigerator: $200<br />
Lighting: $100",0,95
7327,3141,"Incentive Amount","Varies by income level",0,95
7328,3172,"Incentive Amount","Advanced Rooftop Unit Control (ARC): $500 - $4,000<br />
Ductless Heat Pumps: $500/ton <br />
Heat Pump New Construction and Retrofits: $150/ton <br />
Variable Refrigerant Flow (VRF): $150/ton <br />
Lighting: Up to 60% of cost <br />
Food Service and Commercial Cooking Equipment: Varies <br />
Compressed Air: Up to 70% of project cost <br />
Custom Retrofit: Up to 70% of project cost <br />
New Construction Incentives: Varies <br />
Package Terminal Heat Pump: $100/unit <br />
Smart Power Strips: $15/unit <br />
Standby Generator Block Heater: $400-$1,500/unit <br />
Web-Enabled Programmable Thermostat: $200/unit <br />
Energy Assessment: FREE",0,95
7329,5553,"Incentive Amount","Southern-facing fixed solar: $375/kW-DC of nameplate capacity<br />
Western-facing fixed solar: $475/kW-DC of nameplate capacity<br />
Single or dual tracking solar: $475/kW-DC of nameplate capacity<br />
Wind: No rebate<br />
Other technologies besides wind and solar: $1,000/kW-AC net demand output of generation at 5:00pm during months of July and August",0,95
7330,3177,"Incentive Amount","$2,500",0,95
7331,3021,"Incentive Amount","<b>Custom</b><br>
Building Owner: $0.35/kWh + $1.70/therm<br>
Design Team: $3,000 + $0.07/kWh + $0.34/therm<br>
Performance Based Incentives: $0.12/first year kWh savings and $1.20/therm saved<br>
Retrofit: Up to 50% of total costs<br><br>

<b>Heating Equipment</b><br>
Condensing Boilers: $1,000 - $10,000<br />
Infrared Heaters: $750<br />
Furnaces: $300 - $600<br />
Condensing Unit Heater: $750<br><br/>

<b>HVAC and Heat Pump</b><br>
Air-Cooled AC/Heat Pump: $25 - $100/ton<br>
Water-Cooled AC/Heat Pump: $20 - $75/ton<br>
Ductless Mini/Multi Split Systems: $75 - $150/ton<br>
Variable Refrigerant Flow Systems: $125/ton<br>
Dual Enthalpy Economizer Controls: $125/unit<br>
Electronically Commutated Motor Circulator Pumps: $100 - $200/unit<br><br>

<b>Water Heating Equipment </b><br>
Storage Water Heater: $2/Mbtuh<br>
Tankless Water Heater: $1/Mbtuh<br>
Volume Water Heater: $2/Mbtuh<br>
Indirect Water Heaters: $200<br>
Integrated Water Heater/Condensing Boiler: $1,500<br><br>

<b>Controls</b><br>
Energy Management Systems: $300/point<br>
Occupancy Sensor: $75/sensor<br>
Programmable Thermostats: $25/unit<br>
Wireless Enabled Thermostats: $100/unit<br>
Aerator: $8/unit<br>
Showerhead: $20/unit<br>
Boiler Reset Controls: $225<br>
Steam Traps: $50/unit<br><br>

Variable Speed Drives: $1,000 - $10,950 depending on HP<br>",0,95
7332,3298,"Incentive Amount","Residential (existing): $230.04 + ($0.38/kWh of expected electricity savings)<br>
Residential (new construction): $214.70 + ($0.35/kWh of expected electricity savings)<br>
Non-residential (existing): ($547.71/kW of expected electric demand reduction) + ($0.38/kWh of expected electricity savings)<br>
Non-residential (new construction): ($511.20/kW of expected electric demand reduction) + ($0.35/kWh of expected electricity savings)<br>
Low-income: 95% of system costs",0,95
7333,2644,"Incentive Amount","Variable Refrigerant Flow HVAC: up to $400 <br>
Central AC or Heat pump: $300-$400 <br>
Geothermal Heat Pump: $400 <br>
Smart Thermostat: $125 <br>
Heat Pump Water Heater: $350 <br>
Variable Speed Pool Pumps: $300<br>
Duct Sealing: $100<br>
Duct Insulation: $75 <br>
Attic Insulation and Air Sealing: $250",0,95
7334,3317,"Incentive Amount",$750,0,95
7335,3272,"Incentive Amount","Insulation: Up to $300, varies by efficiency of existing and replacement insulation.<br>
Ducts: Half of the duct-test cost, plus an additional $50 - $150 per system for duct repair costs.<br>
Heat Pumps: $100 - $350, depending on the efficiency rating and existing heat type.<br>
Air Conditioner: $50 per unit<br>
Windows: Up to $250<br>
Reflective Roof Material: $0.15 per sq ft, up to $150",0,95
7336,2522,"Incentive Amount",,0,95
7337,3318,"Incentive Amount","PV: $300/kW-DC<br>
SWH: $500/system",0,95
7338,2588,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $165-$900/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7339,3316,"Incentive Amount",$750,0,95
7340,3275,"Incentive Amount","Varies by technology",0,95
7341,3274,"Incentive Amount","Energy Star New Home or Housing Unit: $400<br>
Energy Star Manufactured Home: $300<br>
Cooperative Advertising: 50% match, up to $50 per dwelling<br>
Heat Pump: $300/unit<br>
Central A/C: $300/unit<br>
Geothermal Heat Pump: $600/unit<br>
Sales-lot Incentive: $100 (for selling an Energy Star manufactured home)",0,95
7342,2548,"Incentive Amount","LED Light Bulbs: 50% of cost <br />
Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus an additional $50 to pay for recycling <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 (no recycling) or $25-$40 (recycling) <br />
Efficient Furnace Fan Motors: $50-$125 <br />
Room A/C: $25 plus an additional $25 for recycling <br />
Central A/C and Air Source Heat Pumps: $100-$200 <br />
Central A/C and Air Source Heat Pump Tune-Up: $35 <br />
Ground Source Heat Pumps: $200/ton plus $25/ton for each 1 EER above minimum qualifying efficiency",0,95
7343,2601,"Incentive Amount","<b><i>2019 funding for nonprofit grants and small business programs are no longer available in Southern Nevada. Funds will become available again in 2020. </b></i> <br /> <br />

<b>Retrofit Incentives</b>
Lighting: Varies <br />
Occupancy Sensors: $4-$30 <br />
Daylighting Sensors: $0.10/W Controlled <br />
Commercial Cooking Equipment: $30-$1,000/unit <br />
Ventilation Control: $300-$350/HP <br />
Vending Machine Controls: $90/unit <br />
Snack Machine Controls: $15/unit <br />
Floating Head Pressure Controls: $35/HP <br />
Commercial Refrigeration Equipment: $30-$500/unit <br />
Transformer and UPS: Varies <br />
VSD Pool Pump: $150/HP <br />
Escalator Motor Controls: $20/HP <br />
VSD Air Compressor Replacement: $45/HP <br />
Compressed Air Engineered Nozzles: $10/unit <br />
Battery Chargers: $225/unit <br />
Demand Control Ventilation: $90/HP (parking garage), $50/1,000 sq. ft. (interior spaces) <br />
Irrigation Equipment: $2.00-$3.50/unit <br />
Air Conditioners/Heat Pumps: $8-$50/ton <br />
Programmable Thermostat: $25/unit <br />
Window Film: $0.70/sq. ft. <br />
VSD on HVAC Fans and Pumps: $50/HP <br />
Air Side Economizers: $25/ton <br />
Custom: $0.04-$0.10/kWh <br /> <br />

<b>New Construction Incentives </b> <br />
Tier 1: $0-$100,000 = 100% <br />
Tier 2: $100,001-$500,000 = 50% <br />
Tier 3: $500,001-$1,000,000 = 20% <br />
Tier 4: $1,000,001+ = 10% <br /> <br />

<b>Nonprofit Grants </b> <br />
Up to $5,000 = 100% <br />
$5,000-$10,000 = 50% <br />
Maximum Grant = $7,500 <br />",0,95
7344,3968,"Incentive Amount","HVAC Installation: Up to $450 <br />
Heat Pump Water Heater: $350 <br />
Attic Insulation and Sealing: $250 <br />
Duct Sealing: $100 <br />
Pool Pumps: $300",0,95
7345,4004,"Incentive Amount","Clothes washers: $100<br>
Dishwashers: $75<br>
Refrigerators: $150<br>
Freezers: $150<br>
Water heaters: $125<br>",0,95
7346,2533,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$900/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7347,3349,"Incentive Amount","$30 per kBtu/day",0,95
7348,3277,"Incentive Amount","Compressed Air Audit: Up to $500<br>
Home Performance Assessment: Up to $150<br>
LED Bulb: $1/bulb <br />
LED Exit Sign: $5/sign<br />
Occupancy Sensors: $5/switch<br />
LED Fixture: $1/800 lumens<br>
Commercial Vending Machine Controls: $25/unit<br/>
Plate Coolers/Pre-Coolers: $500/unit <br />
Dairy Refrigeration Heat Recovery: $300/unit<br />
Electric Forklift Battery Charger: $200/unit<br>
Low/No-Energy Livestock Waterers: $50/unit <br />
Exhaust Fan: $1/inch<br>
Circulation Fan: $1/inch<br>
Scroll Refrigeration Compressors: $30/HP<br /> 
Variable Speed/Frequency Drive Motor: $30/HP <br />
Solar Water Heater: $300",0,95
7349,2870,"Incentive Amount",$300,0,95
7350,2871,"Incentive Amount","Insulation: $0.125 per sq ft<br>
Duct Leak Repair: Cost of repair<br>
A/C Maintenance: Maintenance cost",0,95
7351,3262,"Incentive Amount","Air-to-air heat pump: up to $750<br>
New construction: $750 to qualifying homes <br>",0,95
7352,2540,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$900/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7353,2541,"Incentive Amount","Lighting Equipment: Varies, see program website <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2400/motor <br />
Variable Speed Drives: $200-$8,000/unit <br />
Air Leak Correction: $4-$9/HP <br />
Air Storage/Receiver Tank: $15/HP <br />
Engineered Nozzle: $25/unit <br />
Low Pressure Drop Filter: $5/HP <br />
No Loss Condesnate Drain: $100/unit <br />
Pressure/Flow Controller: $5/HP <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor < 50HP: $30/HP <br /
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers $ SnackMisers: $50/unit <br />
Food Service Equipment: varies, see program website <br />
Anti-Sweat Heater Controls: $35-$45/door <br />
Custom: $0.045/first year kWh savings",0,95
7354,2543,"Incentive Amount","CFLs: 50% of cost up to $10<br/>
LEDs: 50% of cost up to $15<br/>
Light Fixtures: 50% of cost up to $25<br/>
Refrigerators: $25, plus $50 for recycling an old, working unit<br />
Freezers: $25, plus $50 for recycling an old, working unit<br />
Dishwashers: $25 - $40 <br />
Clothes Washers: $50 - $100<br />
Dehumidifiers: $15, plus $10 for recycling of old unit<br />
Efficient Furnace Fan Motors: $125<br/>
Efficient Furnace Fan Motor Replacement: $50 <br />
Room Air Conditioners: $25 (limit 2), plus $25 for recycling an old, working unit<br />
Central A/C & Air Source Heat Pump (ASHP): $100 - $200, plus additional rebate for efficiency ratings above 14 SEER<br />
Central A/C & ASHP Tune-Up: $35<br/>
Geothermal Heat Pump: $200/ton, plus $25/ton for every 1 EER above minimum required EER<br />",0,95
7355,2544,"Incentive Amount","LED Light Bulbs: 50% of cost <br />
Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus an additional $50 to pay for recycling <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 (no recycling) or $25-$40 (recycling) <br />
Efficient Furnace Fan Motors: $50-$125 <br />
Room A/C: $25 plus an additional $25 for recycling <br />
Central A/C and Air Source Heat Pumps: $100-$200 <br />
Central A/C and Air Source Heat Pump Tune-Up: $35 <br />
Ground Source Heat Pumps: $200/ton plus $25/ton for each 1 EER above minimum qualifying efficiency",0,95
7356,4595,"Incentive Amount","Lighting: 50% of cost <br />
Central Heat Pump: $750 <br />
Mini-Split Heat Pump: $200-$1,100 per ton <br />
Heat Pump Controls: $500 <br />
Lawn Equipment: $25-$400 <br />
MLP Solar Rebate Program: $1.20/watt <br />
Commercial Renewable Energy Rebate Program: $1.00/watt",0,95
7357,4870,"Incentive Amount","Solar Water Heater (Residential): $1,000/system<br />Solar Water Heater (Business): $30/1,000 BTUh per day<br />",0,95
7358,2549,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$900/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7359,3263,"Incentive Amount","Heat Pump Retrofit: Up to $750 <br />
Air Sealing/Ceiling Insulation: Up to $750 <br />
SimpleSaver Program: $20/yr/air conditioner enrolled <br />
ENERGY STAR Manufactured Home: Varies, contact utility for more information <br />
CARES Program: Up to $2,000/household <br />",0,95
