id,name,state_id,utility_id
756,"City of Elbow Lake",27,5732
757,"City of Eldorado",41,5741
758,"Eldridge City Utilities",19,5742
759,"City of Electra",50,5744
760,"Electric Energy Inc",17,5748
761,"Electric Energy Inc",21,5748
762,"Village of Eldorado",40,5752
763,"City of Elizabeth City",38,5760
764,"Village of Elk Creek",32,5762
765,"City of Elizabethton",49,5763
766,"City of Elk Point",48,5771
767,"City of Elk River",27,5773
768,"City of Elkhorn",57,5777
769,"Elkhorn Rural Public Pwr Dist",32,5780
770,"Town of Elkton",54,5794
771,"City of Elsmore",20,5795
772,"City of Ellaville",13,5796
773,"City of Ellinwood",20,5802
774,"City of Ellsworth",19,5827
775,"Borough of Ellwood City",44,5828
776,"Elmhurst Mutual Power & Light Co",55,5832
777,"Village of Elmore",40,5833
778,"City of Elroy",57,5834
779,"City of Elwood",20,5839
780,"Ely City of",27,5841
781,"City of Emerson",32,5850
782,"Empire District Electric Co",5,5860
783,"Empire District Electric Co",20,5860
784,"Empire District Electric Co",29,5860
785,"Empire District Electric Co",41,5860
786,"Empire Electric Assn, Inc",7,5862
787,"Empire Electric Assn, Inc",51,5862
788,"Village of Endicott",37,5875
789,"Town of Enfield",38,5896
790,"Excelsior Electric Member Corp",13,5905
791,"Village of Enosburg Falls",52,5915
792,"City of Enterprise",20,5919
793,"Village of Endicott",32,5927
794,"Town of Etna Green",18,5928
795,"Fairfield Electric Coop, Inc",47,5929
796,"Village of Fairport",37,5930
797,"Ephraim City of",51,5932
798,"Borough of Ephrata",44,5935
799,"City of Erath",22,5945
800,"Erie City of",20,5957
801,"Erwin Town of",49,5961
802,"Escambia River Elec Coop, Inc",12,5964
803,"City of Escondido",6,5969
804,"City of Estelline",48,5995
805,"Town of Estes Park",7,5997
806,"City of Estherville",19,5998
807,"City of Etowah",49,6008
808,"City of Eudora",20,6019
809,"Eugene City of",42,6022
810,"City of Evansville",57,6043
811,"City of Evergreen",1,6052
812,"Farmers Electric Coop, Inc",19,6112
813,"City of Fairbank",19,6127
814,"City of Fairburn",13,6130
815,"City of Fairbury",32,6132
816,"Fairmont Village of",32,6136
817,"City of Fairfax",27,6138
818,"City of Fairfield",17,6141
819,"Fairhope City of",1,6145
820,"City of Ellensburg",55,6149
821,"Fairmont Public Utilities Comm",27,6151
822,"City of Fairview",41,6152
823,"Fairview City Corporation",51,6154
824,"Farmers Electric Company, Ltd",16,6155
825,"City of Faith",48,6157
826,"Farmers Electric Coop",19,6168
827,"Fall River Rural Elec Coop Inc",16,6169
828,"Fall River Rural Elec Coop Inc",30,6169
829,"Fall River Rural Elec Coop Inc",58,6169
830,"City of Fallon",33,6172
831,"Fannin County Electric Coop",50,6173
832,"City of Falls City",32,6175
833,"City of Falmouth",21,6178
834,"Farmers' Electric Coop, Inc",29,6181
835,"Farmers Electric Coop, Inc",50,6182
836,"Fayette Electric Coop, Inc",50,6183
837,"City of Farmer City",17,6192
838,"Farmers Rural Electric Coop Corp",21,6194
839,"Farmers' Electric Coop, Inc",36,6198
840,"Farmers' Electric Coop, Inc",50,6198
841,"Farmers Mutual Electric Co",17,6199
842,"Farmersville City of",50,6203
843,"City of Farmington",36,6204
844,"City of Farmington",29,6205
845,"Farmers Electric Coop Corp",5,6206
846,"Farmington River Power Company",8,6207
847,"Town of Farmville",38,6209
848,"City of Farnhamville",19,6210
849,"City of Fayette",29,6231
850,"City of Fayetteville",49,6234
851,"Public Works Comm-City of Fayetteville",38,6235
852,"Federated Rural Electric Assn",19,6258
853,"Federated Rural Electric Assn",27,6258
854,"FEM Electric Assn, Inc",48,6272
855,"City of Fennimore",57,6274
856,"Town of Ferdinand",18,6276
857,"PUD No 1 of Ferry County",55,6297
858,"Fillmore City Corporation",51,6316
859,"Firelands Electric Coop, Inc",40,6335
860,"First Electric Coop Corp",5,6342
861,"Fishers Island Utility Co Inc",37,6369
862,"Fitchburg Gas and Electric Light Company",25,6374
863,"Fitzgerald Wtr Lgt & Bond Comm",13,6380
864,"City of Flandreau",48,6390
865,"Flathead Electric Coop Inc",30,6395
866,"City of Flatonia",50,6396
867,"Flint Electric Membership Corp",13,6411
868,"City of Flora",17,6417
869,"Town of Fleming",7,6418
870,"Florence City of",1,6422
871,"Florence Utility Comm",57,6424
872,"Flora Utilities",18,6425
873,"City of Floresville",50,6427
874,"Flint Hills Rural E C A, Inc",20,6431
875,"Fleming-Mason Energy Coop Inc",21,6442
876,"Florida Keys El Coop Assn, Inc",12,6443
877,"Florida Power & Light Co",12,6452
878,"Progress Energy Florida Inc",12,6455
879,"Florida Public Utilities Co",12,6457
880,"City of Floydada",50,6472
881,"Foley Board of Utilities",1,6491
882,"City of Fonda",19,6496
883,"City of Fontanelle",19,6501
884,"Town of Fort Laramie",58,6509
885,"City of Forest City",19,6579
886,"Town of Forest City",38,6580
887,"City of Forest Grove",42,6582
888,"City of Forsyth",13,6598
889,"Fort Collins City of",7,6604
890,"Fort Loudoun Electric Coop",49,6608
891,"City of Fort Meade",12,6609
892,"City of Fort Morgan",7,6610
893,"Fort Belknap Electric Coop Inc",50,6611
894,"Fort Payne Improvement Auth",1,6612
895,"Town of Fountain",38,6613
896,"City of Fort Pierre",48,6615
897,"Fort Pierce Utilities Auth",12,6616
898,"Fort Valley Utility Comm",13,6617
899,"Town of Fort Supply",41,6618
900,"City of Fosston",27,6627
901,"City of Fountain",7,6638
902,"Four County Elec Member Corp",38,6640
903,"4-County Electric Power Assn",28,6641
904,"City of Frankfort",18,6707
905,"Frankfort City of",21,6708
906,"Easley Combined Utility System",47,6709
907,"Town of Edenton",38,6710
908,"Village of Frankfort",37,6711
909,"City of Franklin",54,6715
910,"PUD No 1 of Franklin County",55,6716
911,"Franklin Electric Coop",1,6717
912,"City of Franklin",21,6718
913,"Franklin Rural Electric Cooperative",19,6722
914,"City of Franklin",32,6723
915,"Town of Frankton",18,6735
916,"City of Frederick",41,6750
917,"Town of Frederick",7,6752
918,"City of Fredonia",4,6753
919,"City of Fredericksburg",50,6758
920,"City of Fredericksburg",19,6759
921,"Fredericktown City of",29,6761
922,"City of Fredonia",20,6762
923,"Freeburg Village of",17,6764
924,"Village of Freeport",37,6775
925,"Fremont City of",32,6779
926,"Town of Fremont",38,6780
927,"Freeborn-Mower Coop Services",19,6782
928,"Freeborn-Mower Coop Services",27,6782
929,"French Broad Elec Member Corp",38,6784
930,"French Broad Elec Member Corp",49,6784
931,"City of Friend",32,6793
932,"Town of Front Royal",54,6803
933,"Frontier Power Company",40,6804
934,"City of Fulton",29,6839
935,"City of Fulton",21,6840
936,"Fulton County Rural E M C",18,6848
937,"G & K, Inc",2,6866
938,"City of Gaffney",47,6894
939,"City of Galt",29,6896
940,"City of Greendale",18,6907
941,"Gainesville Regional Utilities",12,6909
942,"City of Galion",40,6914
943,"Galena Electric Utility",2,6915
944,"City of Gallatin",49,6923
945,"City of Gallatin",29,6924
946,"City of Gallup",36,6930
947,"City of Galva",20,6931
948,"City of Garden City",20,6941
949,"City of Gardner",20,6949
950,"Garland Light & Power Company",58,6950
951,"Garkane Energy Coop, Inc",4,6957
952,"Garkane Energy Coop, Inc",51,6957
953,"City of Garland",50,6958
954,"City of Garnett",20,6965
955,"City of Garrett",18,6970
956,"City of Gas City",18,6993
957,"Gascosage Electric Coop",29,7024
958,"City of Gastonia",38,7027
959,"City of Geary",41,7048
960,"City of Declo",16,7084
961,"GreyStone Power Corporation",13,7090
962,"Geneseo City of",17,7095
963,"City of Geneva",17,7096
964,"Village of Genoa",40,7100
965,"City of Georgetown",47,7128
966,"Georgetown City of",50,7129
967,"Town of Georgetown",25,7130
968,"Village of Georgetown",40,7131
969,"Georgia Power Co",13,7140
970,"City of Gering",32,7149
971,"Gibson Electric Members Corp",49,7174
972,"City of Giddings",50,7184
973,"City of Gilbert",27,7194
974,"Georgia Transmission Corp",13,7197
975,"City of Gilman City",29,7200
976,"Gillette City of",58,7222
977,"City of Giltner",32,7249
978,"Girard Borough of",44,7256
979,"Girard City of",20,7257
980,"Glacier Electric Coop, Inc",30,7262
981,"Glades Electric Coop, Inc",12,7264
982,"City of Gladstone",26,7265
983,"City of Glasco",20,7269
984,"City of Glasgow",21,7270
985,"City of Glen Elder",20,7287
986,"Glencoe Light & Power Comm",27,7292
987,"City of Glendale",6,7294
988,"City of Glidden",19,7295
989,"Glenwood Springs City of",7,7300
990,"Glidden Rural Electric Coop",19,7303
991,"Village of Glouster",40,7311
992,"Goldenwest Electric Coop, Inc",30,7318
993,"Goldenwest Electric Coop, Inc",39,7318
994,"Golden Valley Elec Assn Inc",2,7353
995,"Borough of Goldsboro",44,7359
996,"City of Goldthwaite",50,7368
997,"City of Gonzales",50,7370
998,"City of Goodland",20,7374
999,"City of Gothenburg",32,7411
1000,"City of Goldsmith",50,7419
1001,"Gowrie Municipal Utilities",19,7424
1002,"Goltry Public Works Authority",41,7441
1003,"Grafton Electric",19,7442
1004,"City of Graettinger",19,7443
1005,"Grafton City of",39,7444
1006,"Grafton Village of",40,7445
1007,"Grady Electric Membership Corp",13,7450
1008,"Graham County Electric Coop Inc",4,7456
1009,"Goodhue County Coop Elec Assn",27,7460
1010,"Town of Granada",7,7478
1011,"City of Granbury",50,7480
1012,"City of Grand Haven",26,7483
1013,"Grand Electric Coop, Inc",30,7484
1014,"Grand Electric Coop, Inc",48,7484
1015,"City of Grant",32,7485
1016,"Grand Junction City of",19,7486
1017,"City of Grand Marais",27,7487
1018,"Grand Rapids Public Util Comm",27,7489
1019,"Grand River Dam Authority",41,7490
1020,"Granite Falls City of",27,7494
1021,"Granite Falls Town of",38,7496
1022,"City of Granite",41,7501
1023,"City of Grantville",13,7515
1024,"PUD No 1 of Grays Harbor Cnty",55,7548
1025,"Grayson Rural Electric Coop Corp",21,7558
1026,"Grayson-Collin Elec Coop, Inc",50,7559
1027,"Greenbelt Electric Coop, Inc",50,7561
1028,"Grand Valley Rrl Pwr Line, Inc",7,7563
1029,"City of Green Cove Springs",12,7593
1030,"Village of Green Island",37,7600
1031,"Green Mountain Power Corp",52,7601
1032,"Village of Greene",37,7624
1033,"Greeneville City of",49,7625
1034,"City of Greenfield",19,7626
1035,"City of Greenfield",18,7627
1036,"Village of Greenport",37,7630
1037,"City of Greensburg",20,7631
1038,"Village of Greenup",17,7633
1039,"Greenville, City of",50,7634
1040,"Greenville Utilities Comm",38,7639
1041,"Village of Greenwich",40,7643
1042,"Greenwood Commissioners-Pub Wk",47,7646
1043,"Village of Greenwood",32,7650
1044,"Greenwood Utilities Comm",28,7651
1045,"Greer Commission of Public Wks",47,7654
1046,"Village of Gresham",57,7665
1047,"City of Gridley",6,7677
1048,"City of Griffin",13,7679
1049,"City of Groton",48,7712
1050,"Village of Groton",37,7713
1051,"Town of Groton",25,7715
1052,"Groton Dept of Utilities",8,7716
1053,"Borough of Grove City",44,7719
1054,"Grundy Electric Coop, Inc",19,7720
1055,"Grundy Electric Coop, Inc",29,7720
1056,"Groveland Town of",25,7723
1057,"City of Grove City",27,7732
1058,"Grundy Center Mun Light & Power",19,7743
1059,"Guthrie County Rural E C A",19,7750
1060,"Guadalupe Valley Elec Coop Inc",50,7752
1061,"Town of Guernsey",58,7759
1062,"Town of Gueydan",22,7760
1063,"Gulf Coast Electric Coop, Inc",12,7785
1064,"Gunnison County Elec Assn.",7,7787
1065,"Gulf Power Co",12,7801
1066,"Gustavus Electric Inc",2,7822
1067,"City of Gunnison",7,7826
1068,"Guntersville Electric Board",1,7827
1069,"Gwitchyaa Zhee Utility Co",2,7833
1070,"City of Guttenberg",19,7837
1071,"Grundy County Rural Elec Coop",19,7864
1072,"H-D Electric Coop Inc",27,7870
1073,"H-D Electric Coop Inc",48,7870
1074,"Habersham Electric Membership Corp",13,7887
1075,"Guernsey-Muskingum El Coop Inc",40,7891
1076,"Hagerstown City of",18,7907
1077,"Hagerstown Light Department",24,7908
1078,"City of Hallettsville",50,7958
1079,"City of Halstad",27,7969
1080,"Village of Hamersville",40,7973
1081,"City of Hamilton",40,7977
1082,"Halifax Electric Member Corp",38,7978
1083,"Hamilton County Elec Coop Assn",50,7979
1084,"Village of Hamilton",37,7995
1085,"Town of Hamilton",38,7996
1086,"Hancock County Rural E M C",18,8000
1087,"City of Hampton",13,8022
1088,"Hancock-Wood Electric Coop Inc",40,8034
1089,"City of Hannibal",29,8055
1090,"Village of Hampton",32,8063
1091,"Harbor Springs City of",26,8083
1092,"Town of Hardwick",52,8104
1093,"Harlan City of",19,8122
1094,"City of Harmony",27,8131
1095,"City of Harriman",49,8147
1096,"Harrison County Rural E M C",18,8179
1097,"Harmon Electric Assn Inc",41,8183
1098,"Harrison Rural Elec Assn, Inc",56,8192
1099,"Harrisonburg City of",54,8198
1100,"Harrisonville City of",29,8199
1101,"City of Hart Hydro",26,8205
1102,"Hartford City of",1,8209
1103,"Hart Electric Member Corp",13,8210
1104,"Hartford Electric",57,8212
1105,"City of Hartley",19,8214
1106,"City of Hartselle",1,8226
1107,"Village of Haskins",40,8240
1108,"Hastings City of",32,8245
1109,"Borough of Hatfield",44,8254
1110,"Havana Power & Light Company",12,8276
1111,"City of Haven",20,8279
1112,"Harrison County Rrl Elec Coop",19,8283
1113,"Hawaii Electric Light Co Inc",15,8287
1114,"City of Hawarden",19,8288
1115,"Hawkeye Tri-County El Coop Inc",19,8298
1116,"Hawley Public Utilities Comm",27,8307
1117,"Town of Haxtun",7,8311
1118,"Heartland Power Coop",19,8319
1119,"Heartland Power Coop",27,8319
1120,"Haywood Electric Member Corp",13,8333
1121,"Haywood Electric Member Corp",38,8333
1122,"Haywood Electric Member Corp",47,8333
1123,"Village of Hazel Green",57,8336
1124,"Healdsburg City of",6,8348
1125,"City of Hearne",50,8359
1126,"Heber Light & Power Company",51,8366
1127,"City of Hebron",32,8375
1128,"City of Hecla",48,8379
1129,"City of Helper",51,8428
1130,"Village of Hemingford",32,8430
1131,"Hemphill City of",50,8432
1132,"City of Hempstead",50,8435
1133,"Hendricks County Rural E M C",18,8447
1134,"Henderson City Utility Comm",21,8449
1135,"City of Henning",27,8459
1136,"Henry County Rural E M C",18,8466
1137,"City of Herington",20,8490
1138,"City of Hermann",29,8493
1139,"City of Herndon",20,8497
1140,"City of Hermiston",42,8515
1141,"Hertford City of",38,8517
1142,"Heyburn City of",16,8532
1143,"Hibbing Public Utilities Comm",27,8543
1144,"City of Hickman",21,8548
1145,"High Plains Power Inc",58,8566
1146,"City of Higginsville",29,8567
1147,"Highline Electric Assn",7,8570
1148,"Highline Electric Assn",32,8570
1149,"Town of High Point",38,8571
1150,"City of Highland",17,8573
1151,"Jackson Electric Coop, Inc",57,8574
1152,"City of Highlands",38,8579
1153,"City of Hill City",20,8599
1154,"City of Hinton",19,8610
1155,"HILCO Electric Cooperative, Inc.",50,8620
1156,"City of Hillsboro",39,8628
1157,"City of Hillsboro",20,8629
1158,"Hillsdale Board of Public Wks",26,8631
1159,"Hill County Electric Coop, Inc",30,8632
1160,"Town of Hobgood",38,8677
1161,"Hogansville City of",13,8698
1162,"Inland Power & Light Company",16,8699
1163,"Inland Power & Light Company",55,8699
1164,"Hohokam Irr & Drain Dist",4,8700
1165,"City of Hoisington",20,8703
1166,"Town of Holden",51,8714
1167,"Town of Holden",25,8715
1168,"City of Holdrege",32,8717
1169,"City of Holland",26,8723
1170,"Village of Holley",37,8733
1171,"City of Holly Springs",28,8748
1172,"Town of Holly",7,8751
1173,"Holmes-Wayne Electric Coop Inc",40,8761
1174,"Holston Electric Coop, Inc",49,8764
1175,"City of Holton",20,8770
1176,"Holy Cross Electric Assn, Inc",7,8773
1177,"Holyoke City of",25,8774
1178,"City of Holyoke",7,8777
1179,"Fox Islands Electric Coop, Inc",23,8780
1180,"City of Holyrood",20,8781
1181,"Horry Electric Coop Inc",47,8786
1182,"City of Homestead",12,8795
1183,"City of Hingham",25,8796
1184,"Hull Municipal Light Plant",25,8797
1185,"Hominy City of",41,8799
1186,"City of Hondo",50,8801
1187,"M J M Electric Cooperative Inc",17,8824
1188,"Town of Hookerton",38,8825
1189,"Hooversville Boro Elec Lgt Co",44,8826
1190,"Hood River Electric Coop",42,8830
1191,"City of Hope",5,8840
1192,"City of Hopkinsville",21,8846
1193,"City of Hopkinton",19,8847
1194,"City of Horton",20,8871
1195,"Houlton Water Company",23,8883
1196,"Terrebonne Parish Consol Gov't",22,8884
1197,"City of Houston",29,8896
1198,"Houston County Elec Coop Inc",50,8898
1199,"CenterPoint Energy",50,8901
1200,"Howard Electric Coop",29,8911
1201,"City of Howard",48,8919
1202,"Howard Greeley Rural P P D",32,8924
1203,"Howell-Oregon Elec Coop, Inc",29,8934
1204,"City of Hubbard",40,8949
1205,"Hudson Municipal Electric Utility",19,8966
1206,"City of Hudson",40,8972
1207,"Town of Hudson",25,8973
1208,"Hughes Power & Light Co",2,9000
1209,"City of Hugoton",20,9011
1210,"City of Hubbell",32,9022
1211,"City of Humboldt",49,9023
1212,"City of Hunnewell",29,9025
1213,"Humboldt County R E C",19,9026
1214,"City of Hope",39,9067
1215,"Town of Huntersville",38,9087
1216,"Huntingburg City of",18,9088
1217,"Huntsville City of",1,9094
1218,"City of Lafayette",22,9096
1219,"Hustisford Utilities",57,9124
1220,"Hurricane Power Committee",51,9128
1221,"Hutchinson Utilities Comm",27,9130
1222,"Hyde Park Village of",52,9144
1223,"Hyrum City Corporation",51,9163
1224,"Idaho Cnty L&P Coop Assn, Inc",16,9186
1225,"Idaho Falls City of",16,9187
1226,"I-N-N Electric Coop, Inc",2,9188
1227,"Idaho Power Co",16,9191
1228,"Idaho Power Co",42,9191
1229,"Igiugig Electric Company",2,9192
1230,"Village of Ilion",37,9200
1231,"Illinois Rural Electric Coop",17,9209
1232,"Imperial Irrigation District",6,9216
1233,"City of Imperial",32,9217
1234,"City of Independence",19,9230
1235,"Independence City of",29,9231
1236,"Indian Electric Coop, Inc",41,9246
1237,"Indianapolis Power & Light Co",18,9273
1238,"City of Indianola",32,9274
1239,"Indianola Municipal Utilities",19,9275
1240,"Inter County Energy Coop Corp",21,9292
1241,"Indiana Michigan Power Co",18,9324
1242,"Indiana Michigan Power Co",26,9324
1243,"Intercounty Electric Coop Assn",29,9331
1244,"Intermountain Rural Elec Assn",7,9336
1245,"Ipnatchiaq Electric Company",2,9416
1246,"Interstate Power and Light Co",19,9417
1247,"Interstate Power and Light Co",27,9417
1248,"City of Iola",20,9418
1249,"J-A-C Electric Coop Inc",50,9422
1250,"Iowa Lakes Electric Coop",19,9425
1251,"Irwin Electric Membership Corp",13,9431
1252,"Town of Ipswich",25,9442
1253,"City of Isabel",20,9463
1254,"City of Itta Bena",28,9472
1255,"Itasca-Mantrap Co-op Electrical Assn",27,9475
1256,"City of Iuka",20,9541
1257,"Village of Jackson Center",40,9572
1258,"Jackson City of",13,9573
1259,"Jackson Energy Coop Corp",21,9575
1260,"Jackson County Rural E M C",18,9576
1261,"Jackson Electric Coop, Inc",50,9590
1262,"Jackson City of",40,9598
1263,"City of Jackson",27,9599
1264,"Jackson Electric Member Corp",13,9601
1265,"City of Jackson",29,9603
1266,"Jackson Purchase Energy Corporation",21,9605
1267,"Jacksonville Village of",52,9610
1268,"City of Jackson",49,9612
1269,"City of Lebanon",18,9613
1270,"Beaches Energy Services",12,9616
1271,JEA,12,9617
1272,"Jamestown Board of Public Util",37,9645
1273,"Town of Jamestown",18,9646
1274,"Janesville City of",27,9650
1275,"City of Jasper",50,9664
1276,"Jasper County Rural E M C",18,9665
1277,"Jay County Rural E M C",18,9666
1278,"City of Jasper",18,9667
1279,"Jasper-Newton Elec Coop, Inc",50,9668
1280,"Jefferson Davis Elec Coop, Inc",22,9682
1281,"Jefferson Electric Member Corp",13,9689
1282,"Jefferson Utilities",57,9690
1283,"City of Jellico",21,9697
1284,"City of Jellico",49,9697
1285,"Jemez Mountains Elec Coop, Inc",36,9699
1286,"Jersey Central Power & Lt Co",35,9726
1287,"City of Jetmore",20,9732
1288,"Jewett City City of",8,9734
1289,"Joe Wheeler Elec Member Corp",1,9739
1290,"Jo-Carroll Energy Coop Inc",17,9750
1291,"City of Johnson",20,9776
1292,"Johnson City City of",49,9777
1293,"Johnson County Rural E M C",18,9778
1294,"Johnson Village of",52,9806
1295,"Kuiggluum Kallugvia",2,9832
1296,"Jones-Onslow Elec Member Corp",38,9837
1297,"City Water and Light Plant",5,9879
1298,"Jonesville City of",22,9880
1299,"City of King Cove",2,9897
1300,"Jump River Electric Coop Inc",57,9922
1301,"City of Julesburg",7,9928
1302,"Juneau Utility Comm",57,9936
1303,"Kenergy Corp",21,9964
1304,"City of Kahoka",29,9973
1305,"Kandiyohi Power Coop",27,9991
1306,"Kanosh Town Corporation",51,9995
1307,"Kansas City City of",20,9996
1308,"City of Kandiyohi",27,9998
1309,"Kankakee Valley Rural E M C",18,9999
1310,"Kansas City Power & Light Co",20,10000
1311,"Kansas City Power & Light Co",29,10000
1312,"Kansas Gas & Electric Co",20,10005
1313,"Karnes Electric Coop Inc",50,10009
1314,"Kay Electric Coop",41,10012
1315,"Kaw Valley Electric Coop Inc",20,10019
1316,"City of Kaplan",22,10025
1317,"City of Kasota",27,10037
1318,"City of Kasson",27,10040
1319,"City of Kaukauna",57,10056
1320,"City of Lamar",29,10057
1321,"Kaysville City Corporation",51,10063
1322,"KBR Rural Public Power District",32,10065
1323,"K C Electric Association",7,10066
1324,"Kauai Island Utility Cooperative",15,10071
1325,"Keewatin Public Utilities",27,10089
1326,"Kennebunk Light & Power Dist",23,10144
1327,"City of Kennett",29,10152
1328,"KEM Electric Coop Inc",39,10153
1329,"Kiamichi Electric Coop, Inc",41,10170
1330,"Kentucky Utilities Co",21,10171
1331,"Kentucky Utilities Co",49,10171
1332,"Kentucky Utilities Co",54,10171
1333,"City of Marathon",19,10172
1334,"Kenyon Municipal Utilities",27,10179
1335,"Keosauqua Municipal Light & Pwr",19,10181
1336,"Ketchikan Public Utilities",2,10210
1337,"Key West City of",12,10226
1338,"City of Hickman",32,10229
1339,"City of Kiel",57,10243
1340,"City of Kimball",32,10260
1341,"City of Kimballton",19,10265
1342,"City of Kingfisher",41,10320
1343,"Kingman City of",20,10321
1344,"City of Kings Mountain",38,10324
1345,"PUD No 1 of Kittitas County",55,10326
1346,"Kingsbury Electric Coop, Inc",48,10329
1347,"Town of Kingsford Heights",18,10330
1348,"Kingsport Power Co",49,10331
1349,"City of Kinston",38,10345
1350,"City of Kiowa",20,10351
1351,"Kirbyville Light & Power Co",50,10359
1352,"City of Kirkwood",29,10370
1353,"Kiwash Electric Coop, Inc",41,10375
1354,"Kissimmee Utility Authority",12,10376
1355,"Kit Carson Electric Coop, Inc",36,10378
1356,"PUD No 1 of Klickitat County",55,10393
1357,"Town of Knightstown",18,10407
1358,"Knoxville Utilities Board",49,10421
1359,"Kodiak Electric Assn Inc",2,10433
1360,"Kosciusko City of",28,10447
1361,"Kosciusko County Rural E M C",18,10448
1362,"Kotzebue Electric Assn Inc",2,10451
1363,"Kootenai Electric Coop Inc",16,10454
1364,"Kootenai Electric Coop Inc",55,10454
1365,"Kokhanok Village Council",2,10455
1366,"Kwig Power Company",2,10491
1367,"Borough of Kutztown",44,10494
1368,"Village of L'Anse",26,10508
1369,"La Farge Municipal Electric Co",57,10525
1370,"City of La Grange",50,10532
1371,"City of La Harpe",20,10533
1372,"City of La Junta",7,10536
1373,"City of La Plata",29,10538
1374,"La Plata Electric Assn, Inc",7,10539
1375,"La Plata Electric Assn, Inc",36,10539
1376,"La Porte City Utilities",19,10542
1377,"McCook Public Power District",32,10550
1378,"LaCreek Electric Assn, Inc",32,10558
1379,"LaCreek Electric Assn, Inc",48,10558
1380,"City of La Crosse",20,10559
1381,"Lagrange County Rural E M C",18,10562
1382,"Ladoga Town of",18,10568
1383,"City of Lafayette",1,10570
1384,"City of LaFayette",13,10571
1385,"Village of Hildreth",32,10573
1386,"City of LaFollette",49,10579
1387,"City of La Grange",13,10585
1388,"La Grange Town of",38,10586
1389,"City of Lake City",27,10595
1390,"City of Lake Crystal",27,10596
1391,"Lake Region Electric Coop, Inc",41,10599
1392,"Laclede Electric Coop, Inc",29,10603
1393,"Lake Mills Light & Water",57,10605
1394,"City of Lake Mills",19,10606
1395,"Lake Park City of",19,10608
1396,"Lake Park City of",27,10609
1397,"Lake Placid Village, Inc",37,10610
1398,"Village of Lakeview",40,10616
1399,"City of Lake View",19,10617
1400,"Lake Region Electric Cooperative",27,10618
1401,"City of Lake Worth",12,10620
1402,"City of Lakefield",27,10622
1403,"City of Lakeland",12,10623
1404,"Southern Rivers Energy",13,10624
1405,"Lamb County Electric Coop, Inc",50,10625
1406,"Lakeview Light & Power",55,10627
1407,"City of Lakin",20,10628
1408,"City of Lakota",39,10629
1409,"Lake Region Electric Assn, Inc",48,10632
1410,"City of Lamar",7,10633
1411,"Lamar County Elec Coop Assn",50,10649
1412,"City of Lamoni",19,10650
1413,"Lampasas City of",50,10656
1414,"Licking Rural Electric Inc",40,10668
1415,"Landis Town of",38,10669
1416,"Lane Electric Coop Inc",42,10681
1417,"Lanesboro Public Utility Comm",27,10685
1418,"City of Lanett",1,10687
1419,"Lake Country Power",27,10697
1420,"Borough of Lansdale",44,10702
1421,"Lansing City of",26,10704
1422,"City of Larchwood",19,10706
1423,"City of Larned",20,10713
1424,"City of Larsen Bay",2,10716
1425,"Lassen Municipal Utility District",6,10724
1426,"Lane-Scott Electric Coop, Inc",20,10728
1427,"Las Animas City of",7,10730
1428,"City of Laurel",32,10760
1429,"City of Linneus",29,10767
1430,"Laurens Electric Coop, Inc",47,10768
1431,"City of Laurens",19,10769
1432,"City of Laurinburg",38,10770
1433,"Borough of Lavallette",35,10776
1434,"Town of Laverne",41,10777
1435,"City of Lawler",19,10784
1436,"Lawrenceburg Municipal Utils",18,10798
1437,"City of Lawrenceburg",49,10799
1438,"City of Lawrenceville",13,10800
1439,"Leavenworth-Jefferson E C, Inc",20,10801
1440,"Le Sueur City of",27,10814
1441,"Lea County Electric Coop, Inc",36,10817
1442,"Lea County Electric Coop, Inc",50,10817
1443,"City of Lebanon",40,10830
1444,"City of Lebanon",29,10832
1445,"Lee County Electric Coop, Inc",12,10857
1446,"City of Leesburg",12,10868
1447,"Lehi City Corporation",51,10879
1448,"City of Lehigh",19,10881
1449,"Borough of Lehighton",44,10882
1450,"Village of Leigh",32,10886
1451,"City of Leland",28,10892
1452,"Lenoir City of",49,10906
1453,"City of Lenox",19,10908
1454,"City of Lewes",9,10935
1455,"PUD No 1 of Lewis County",55,10944
1456,"Borough of Lewisberry",44,10959
1457,"City of Lewisburg",49,10960
1458,"Lewisville City of",18,10961
1459,"Lewis County Rural E C A",29,10962
1460,"City of Lexington",38,10966
1461,"Lexington City of",32,10967
1462,"City of Lexington",49,10968
1463,"City of Lexington",50,10969
1464,"City of Lexington",41,10970
1465,"City of Liberal",29,10977
1466,"Levan Town Corporation",51,10978
1467,"City of Liberty",50,10982
1468,"Licking Valley Rural E C C",21,11011
1469,"Lighthouse Electric Coop, Inc",50,11014
1470,"City of Lincoln Center",20,11017
1471,"Lincoln Electric System",32,11018
1472,"Little River Electric Coop Inc",47,11019
1473,"Lincoln County Power Dist No 1",33,11021
1474,"Lincoln Electric Coop, Inc",30,11022
1475,"Lincolnton City of",38,11035
1476,"City of Lindsborg",20,11040
1477,"Linn County Rural E C A",19,11053
1478,"City of Linton",18,11055
1479,"City of Lindsay",41,11058
1480,"Litchfield Public Utilities",27,11064
1481,"Village of Little Valley",37,11083
1482,"Town of Littleton",25,11085
1483,"City of Livermore",19,11093
1484,"City of Livingston",50,11097
1485,"Town of Lingle",58,11099
1486,"City of Llano",50,11103
1487,"Lockhart Power Co",47,11118
1488,"City of Lockhart",50,11119
1489,"Lockwood Water & Light Company",29,11121
